DATE,SYM_ROOT,symbol,CPrc,OPrc,price_low_m,price_high_m,avg_price_m,total_vol_m,ivol_t,bs_ratio_vol,var_ratio3
2023-01-03,AAPL,AAPL,125.07,130.21,124.1667,130.91,125.92338399,106379013,3.1922531E-7,0.0552411014,0.0137340371
2023-01-04,AAPL,AAPL,126.36,127,125.07,140.2858,126.69688678,84137393,1.3216526E-7,0.0233333,0.326190405
2023-01-05,AAPL,AAPL,125.02,127.07,124.75,129.78,126.18250755,77229825,2.7593563E-7,0.0037899152,0.1483944151
2023-01-06,AAPL,AAPL,129.62,126,124.51,142.91,127.95788891,82430488,8.8519358E-8,0.0054949593,0.378659628
2023-01-09,AAPL,AAPL,130.15,130.53,125.02,133.4188,131.74191974,67370452,6.3456088E-7,0.0111340336,0.261522662
2023-01-10,AAPL,AAPL,130.73,130.25,127,142.0175,129.72607995,61654338,8.5509223E-8,0.0376396627,0.1099775369
2023-01-11,AAPL,AAPL,133.49,131.25,130.46,140.2858,132.08438183,65574537,5.4572475E-8,0.0516501407,0.2436168656
2023-01-12,AAPL,AAPL,133.41,133.98,129.93,134.26,133.09548857,66913965,1.2942765E-7,0.0312318262,0.4618511839
2023-01-13,AAPL,AAPL,134.76,132,131.65,144.49,133.51895843,55046077,3.7679611E-8,0.0324342325,0.5379781865
2023-01-17,AAPL,AAPL,135.94,134.76,130.25,137.29,135.73496119,60059934,4.2198149E-8,0.0256777416,0.1277011117
2023-01-18,AAPL,AAPL,135.21,136.84,124.7135,138.62,136.50908055,64950106,1.600508E-7,0.0525117691,0.1717355644
2023-01-19,AAPL,AAPL,135.27,134,129.93,136.25,134.90103634,55396769,2.8068585E-7,0.0004938342,0.0136712593
2023-01-20,AAPL,AAPL,137.87,135.12,134.22,141.17,135.98198711,73814814,2.2670721E-7,0.0641143991,0.182660303
2023-01-23,AAPL,AAPL,141.11,138.13,134.83,143.315,141.06244023,78862200,1.2962964E-6,0.0159019171,0.0474243835
2023-01-24,AAPL,AAPL,142.53,140.47,134.11,143.16,142.06811774,56366685,2.1146477E-7,0.0277271357,0.0725006011
2023-01-25,AAPL,AAPL,141.86,140.84,134.11,142.43,140.5822351,61833351,9.8807858E-7,0.0015602461,0.0782102853
2023-01-26,AAPL,AAPL,143.96,143.14,134.5933,144.57,143.23607797,50882069,6.4653689E-7,0.0018972784,0.0804552724
2023-01-27,AAPL,AAPL,145.93,143.1,135.45,147.44,145.72626899,67573969,7.6445593E-7,0.0261480885,0.0298105974
2023-01-30,AAPL,AAPL,143,144.9,131,145.93,143.86249374,58182288,2.663246E-7,0.0233939515,0.1337803619
2023-01-31,AAPL,AAPL,144.29,142.63,135.45,144.34,143.34085645,59342777,1.9158982E-7,0.0135402871,0.1595750019
2023-02-01,AAPL,AAPL,145.43,143.85,136.84,146.615,143.58351327,72753588,1.2600441E-7,0.0283585999,0.0949763569
2023-02-02,AAPL,AAPL,150.82,149,135.12,151.19,149.68707391,93437938,7.9317024E-8,0.0389235423,0.1574982687
2023-02-03,AAPL,AAPL,154.5,147.9,147.81,157.38,154.49511467,142017497,2.2015723E-6,0.032279199,0.0008646346
2023-02-06,AAPL,AAPL,151.73,152.44,144.95,154.64,152.08007259,61768753,1.3408255E-7,0.0733832557,0.0972960994
2023-02-07,AAPL,AAPL,154.65,150.66,143.54,155.86,153.23089479,77593778,8.1551019E-7,0.000040854,0.0787859755
2023-02-08,AAPL,AAPL,151.92,153.77,141.86,157.7225,152.46655372,61207107,1.1889664E-7,0.0195877539,0.0167214229
2023-02-09,AAPL,AAPL,150.87,153.76,150.41,154.33,152.55654628,51038413,4.0283569E-8,0.0542724142,0.1354265345
2023-02-10,AAPL,AAPL,151.01,149.27,149.23,153,150.30662722,54079888,5.2922444E-7,0.0498948387,0.3614660611
2023-02-13,AAPL,AAPL,153.85,150.94,150.92,154.26,152.89727886,58358097,1.5523709E-7,0.0617288517,0.3142313831
2023-02-14,AAPL,AAPL,153.2,152.03,150.86,156.0551,152.43720017,56290062,5.0924289E-7,0.0518521205,0.0474833789
2023-02-15,AAPL,AAPL,155.33,153.09,151.775,155.5,154.41559405,59963245,4.2696477E-8,0.0407374747,0.0152340115
2023-02-16,AAPL,AAPL,153.71,153.39,153.34,156.33,154.92127861,60031701,1.6785264E-7,0.0066721374,0.0141624733
2023-02-17,AAPL,AAPL,152.55,152.45,150.35,153.71,151.96279966,55223247,3.5158119E-8,0.0831942011,0.0329913912
2023-02-21,AAPL,AAPL,148.48,150.25,148.4,152.55,149.66300202,52525646,1.1227607E-7,0.0158886146,0.1904518328
2023-02-22,AAPL,AAPL,148.91,148.75,130.73,149.95,148.45472387,48890503,3.1103746E-7,0.0577403973,0.2106147396
2023-02-23,AAPL,AAPL,149.4,150,147.24,151.837,148.764653,45895401,5.7923409E-8,0.0896463045,0.0897504039
2023-02-24,AAPL,AAPL,146.71,147.06,145.72,153.39,146.32842306,52035764,6.7307138E-8,0.0447725036,0.2933516354
2023-02-27,AAPL,AAPL,147.92,147.7,147.45,149.17,148.14307239,42197521,3.3075176E-7,0.0565016961,0.2671460617
2023-02-28,AAPL,AAPL,147.41,146.87,146.86,149.08,147.92834217,45625771,7.8420091E-8,0.0593655066,0.4540131194
2023-03-01,AAPL,AAPL,145.31,146.5,127.535,148.48,145.99978811,50859939,1.7034737E-7,0.0742204002,0.0207771121
2023-03-02,AAPL,AAPL,145.91,144.33,124.8201,146.71,144.96149162,49668783,1.4136305E-7,0.0399169857,0.2973572758
2023-03-03,AAPL,AAPL,151.03,147.95,147.33,151.11,149.86436063,65789315,1.3021203E-8,0.0067656206,0.3544807989
2023-03-06,AAPL,AAPL,153.83,153.77,140.38,156.3,154.8007402,83199525,4.0420016E-8,0.0426432555,0.1253772748
2023-03-07,AAPL,AAPL,151.6,153.69,138.13,155.525,152.35461549,54091203,5.3936331E-8,0.0229383931,0.1623272629
2023-03-08,AAPL,AAPL,152.87,152.85,151.83,153.4755,152.67634394,45575679,8.4855224E-9,0.0305723463,0.1520204389
2023-03-09,AAPL,AAPL,150.59,153.46,150.2216,154.54,152.72070613,51444925,8.0366468E-9,0.0788517964,0.1662851447
2023-03-10,AAPL,AAPL,148.5,150.16,147.6,150.95,149.08768335,65194966,7.2594344E-9,0.0929074731,0.0395669699
2023-03-13,AAPL,AAPL,150.47,147.97,147.68,153.14,151.34586641,78907580,1.0604454E-7,0.0418811627,0.7963586538
2023-03-14,AAPL,AAPL,152.59,151.25,145.91,154.877,152.01105787,71056091,2.6725807E-8,0.0203860595,0.2321529779
2023-03-15,AAPL,AAPL,152.99,151.07,149.92,153.83,151.51672407,71273123,1.7794213E-8,0.0237147361,0.2950674267
2023-03-16,AAPL,AAPL,155.85,152.16,150.3036,156.46,154.52420796,72723267,4.0207292E-8,0.0050683752,0.2385785742
2023-03-17,AAPL,AAPL,155,156.17,151.837,156.75,155.24468188,87522136,4.431994E-8,0.1971008294,0.0215841833
2023-03-20,AAPL,AAPL,157.4,155.14,151.837,157.82,156.21453784,71705842,2.0470111E-8,0.0447918823,0.1674167217
2023-03-21,AAPL,AAPL,159.28,157.35,156.54,159.4,158.04789053,71383388,1.0054603E-8,0.0197972514,0.0465138928
2023-03-22,AAPL,AAPL,157.83,159.28,157.81,162.14,160.02720809,68062281,9.87489E-9,0.0120804646,0.1776646813
2023-03-23,AAPL,AAPL,158.93,158.75,151.837,161.56,159.68537652,66619591,2.8960131E-8,0.0451975548,0.335001362
2023-03-24,AAPL,AAPL,160.25,158.87,152.1615,160.34,159.04735638,55633903,2.3101097E-8,0.0206367324,0.0551952531
2023-03-27,AAPL,AAPL,158.15,159.93,157.87,160.77,159.36266253,47563499,3.3126575E-8,0.098500633,0.0089739015
2023-03-28,AAPL,AAPL,157.65,158.01,155.975,160.57439,156.85604524,42962076,6.9785407E-9,0.0744401205,0.0422344932
2023-03-29,AAPL,AAPL,160.77,159.37,159.3,161.05,160.10140642,48330272,7.1843762E-9,0.0086854879,0.020550625
2023-03-30,AAPL,AAPL,162.36,161.55,161.2601,162.48,161.93091156,44068125,6.0689377E-9,0.0237580144,0.0744962028
2023-03-31,AAPL,AAPL,164.9,162.36,161.81,165,163.58818224,63053519,2.4858922E-8,0.0551782983,0.0299666743
2023-04-03,AAPL,AAPL,166.17,164.39,158.7526,166.29,165.25722236,52790480,3.2730375E-8,0.0315152448,0.3094749682
2023-04-04,AAPL,AAPL,165.63,166.55,157.622,166.84,166.02987132,42086781,1.8031103E-8,0.0176100838,0.0378015819
2023-04-05,AAPL,AAPL,163.76,164.8,161.8,165.63,163.5503958,49332233,2.3796484E-8,0.0261735564,0.0781169858
2023-04-06,AAPL,AAPL,164.66,162.39,162,164.9588,163.7693281,41918658,4.3736829E-8,0.0231749144,0.1879187705
2023-04-10,AAPL,AAPL,162.03,161.51,152.99,164.66,161.00339624,44977380,4.4671477E-8,0.0531446075,0.0657480257
2023-04-11,AAPL,AAPL,160.78,162.26,160.51,164.6643,161.16600426,43848338,7.2393663E-9,0.0505124256,0.139889404
2023-04-12,AAPL,AAPL,160.1,161.2,159.78,162.06,161.03550373,45748847,7.7534138E-9,0.0117354915,0.0644626961
2023-04-13,AAPL,AAPL,165.56,161.63,161.42,165.8,163.99854919,63664124,6.9893294E-9,0.0479769067,0.1678712315
2023-04-14,AAPL,AAPL,165.21,164.59,155.8375,166.32,165.13185483,46507173,1.0148092E-7,0.0154562836,0.0432816937
2023-04-17,AAPL,AAPL,165.23,165.04,161.56,165.39,164.65451436,37393553,8.51601E-9,0.0502020799,0.4360047738
2023-04-18,AAPL,AAPL,166.47,166,164.6,167.41,166.3896748,45899981,8.5617293E-9,0.0375087255,0.0910070538
2023-04-19,AAPL,AAPL,167.63,165.86,165.21,168.16,167.11209935,47211985,2.0489127E-8,0.0685025458,0.2207743109
2023-04-20,AAPL,AAPL,166.65,166,151.6,167.8797,166.88054186,49134225,7.6690453E-8,0.0120458867,0.1612463492
2023-04-21,AAPL,AAPL,165.02,165.02,151.837,166.4521,165.11997973,53916714,3.6783925E-8,0.0361691628,0.2036908618
2023-04-24,AAPL,AAPL,165.33,165,163.89,167.975,164.90853867,37971477,1.9040729E-8,0.0013304368,0.1111755738
2023-04-25,AAPL,AAPL,163.77,165.23,163.73,167.26,164.90937482,46486771,1.8484049E-8,0.0017205948,0.0926774107
2023-04-26,AAPL,AAPL,163.76,163,162.8,167.5201,163.95162457,41416957,4.0214303E-8,0.0414408947,0.1667896187
2023-04-27,AAPL,AAPL,168.41,165.38,158.28,168.56,166.85620806,61481413,3.1888052E-8,0.0018626302,0.197577582
2023-04-28,AAPL,AAPL,169.68,168.58,161.5,169.85,168.78571229,51829789,1.5955361E-8,0.0014156908,0.0556467324
2023-05-01,AAPL,AAPL,169.59,169.38,168.32,170.45,169.63571331,46630313,9.5815491E-9,0.021751061,0.2983100118
2023-05-02,AAPL,AAPL,168.54,170,165.02,170.35,168.82172694,46498660,2.4394194E-7,0.0547430187,0.1730653636
2023-05-03,AAPL,AAPL,167.45,169.51,165.56,170.93,169.69599339,55012863,2.0966983E-8,0.0318164256,0.3679757666
2023-05-04,AAPL,AAPL,165.79,164.75,158.28,168.12,165.65946261,61324381,1.6543428E-8,0.0104475,0.2649938805
2023-05-05,AAPL,AAPL,173.57,171,165.4545,174.3,173.41120586,106641944,1.9012573E-8,0.0043419182,0.2934447387
2023-05-08,AAPL,AAPL,173.5,172.42,169.8,173.85,173.2926543,49380913,9.5778454E-9,0.0612863747,0.1635138946
2023-05-09,AAPL,AAPL,171.77,173.06,157.65,173.64,172.34611234,41118871,6.5969304E-8,0.1141503615,0.4633754744
2023-05-10,AAPL,AAPL,173.555,173,164.43,174.03,173.12222134,50675209,1.6400726E-8,0.0436260604,0.2645909984
2023-05-11,AAPL,AAPL,173.75,173.79,172.17,174.59,173.30770942,46850969,1.6750964E-8,0.0352254113,0.3079355055
2023-05-12,AAPL,AAPL,172.57,173.62,165.63,186.92,172.38935792,44316661,5.2475655E-8,0.0601538627,0.0849239455
2023-05-15,AAPL,AAPL,172.07,173.1,153.22,173.55,172.04240548,35593402,6.8599074E-8,0.0737172102,0.2366776566
2023-05-16,AAPL,AAPL,172.07,172,171.18,173.14,172.35079637,38847004,3.868206E-9,0.0331075661,0.0846552067
2023-05-17,AAPL,AAPL,172.69,171.68,170.42,172.925,171.48845684,53185721,3.6261433E-9,0.0527566566,0.1166586956
2023-05-18,AAPL,AAPL,175.05,173.1,172.575,175.24,174.08754926,59896194,3.0747036E-8,0.0486513599,0.2276894656
2023-05-19,AAPL,AAPL,175.16,176,174.94,176.29,175.61101021,49996439,6.1147396E-9,0.0540784323,0.1503811537
2023-05-22,AAPL,AAPL,174.2,174.13,162.03,174.7188,174.19027508,40963654,2.7779194E-8,0.0226992668,0.2443296865
2023-05-23,AAPL,AAPL,171.56,173.11,171.27,173.39,172.41520462,45532840,4.4969253E-9,0.1354719361,0.3194231945
2023-05-24,AAPL,AAPL,171.84,171.02,165.17,172.42,171.50915481,42035648,2.5570991E-8,0.0961631779,0.0127391232
2023-05-25,AAPL,AAPL,172.99,172.5,170.69,173.9,172.78459128,50211643,1.4144318E-8,0.0472557558,0.1869237291
2023-05-26,AAPL,AAPL,175.43,173.33,167,175.77,175.0345056,51558676,1.1825277E-8,0.0157446305,0.2874814002
2023-05-30,AAPL,AAPL,177.3,176.95,175.43,179,177.49598457,52146693,1.9705738E-8,0.0126099694,0.3035299188
2023-05-31,AAPL,AAPL,177.25,177.3,176.76,179.35,178.46169125,87545397,1.3649422E-8,0.0036744274,0.158420496
2023-06-01,AAPL,AAPL,180.09,177.69,171.56,180.12,178.95837486,60683191,2.7536472E-8,0.0312429629,0.3318528942
2023-06-02,AAPL,AAPL,180.95,181,172.5926,181.78,180.48785746,56335369,2.1722282E-8,0.0756709322,0.3725979592
2023-06-05,AAPL,AAPL,179.58,182.5,178.0227,184.9588,182.43279411,117372639,2.3306492E-8,0.0076301591,0.525289837
2023-06-06,AAPL,AAPL,179.21,180,172.6037,184.205,178.55411337,60935293,7.719051E-8,0.1015141067,0.451942037
2023-06-07,AAPL,AAPL,177.82,178.38,177.31,181.21,178.97218887,58611704,3.3461238E-8,0.0460568873,0.3170079527
2023-06-08,AAPL,AAPL,180.57,177.86,176.11,188.99,179.16119445,47730854,3.5213639E-8,0.017614814,0.3898281443
2023-06-09,AAPL,AAPL,180.96,181.52,180.089,182.23,181.58186012,46556832,6.7853899E-9,0.0155708448,0.1385188055
2023-06-12,AAPL,AAPL,183.79,181.25,164.905339,183.89,182.16438449,47158600,9.2778273E-8,0.0228654538,0.10001201
2023-06-13,AAPL,AAPL,183.31,182.76,172.07,184.15,183.14273804,50115513,2.6759506E-8,0.0479421293,0.1316992425
2023-06-14,AAPL,AAPL,183.95,183.37,180.875,184.39,183.69551257,52884339,6.0181239E-9,0.0001739272,0.1194958739
2023-06-15,AAPL,AAPL,186.01,183.98,172.5926,186.52,185.47461216,61652456,2.068959E-8,0.0852075019,0.321865168
2023-06-16,AAPL,AAPL,184.92,186.99,164.89,186.99,185.40120589,84315938,6.8286475E-8,0.2705001098,0.3029054451
2023-06-20,AAPL,AAPL,185.01,184.69,167.45,186.1,185.34426585,44739674,1.2716986E-7,0.0429759755,0.3976675777
2023-06-21,AAPL,AAPL,183.96,184.85,179.58,185.41,184.11639214,45170966,9.7902587E-9,0.0172482287,0.0734630705
2023-06-22,AAPL,AAPL,187,183.67,173.1,187.05,185.88188393,47146774,3.2062256E-8,0.0509766159,0.1835105329
2023-06-23,AAPL,AAPL,186.68,185.49,172.5926,187.56,186.28617166,49513592,3.1912949E-8,0.0034332745,0.1981632071
2023-06-26,AAPL,AAPL,185.27,186.75,172.5926,188.05,186.80626657,45066671,4.9773482E-8,0.0035112916,0.1704924258
2023-06-27,AAPL,AAPL,188.06,185.86,173.1,188.39,187.27463542,46514609,3.9282903E-8,0.0650336368,0.2198418902
2023-06-28,AAPL,AAPL,189.25,188.06,187.6,189.9,188.71398752,48242865,1.3714899E-8,0.0044154424,0.0546935328
2023-06-29,AAPL,AAPL,189.59,189.12,185.91,190.07,189.56418208,41394876,7.9579851E-9,0.0242788359,0.2349026957
2023-06-30,AAPL,AAPL,193.97,191.65,186.68,194.74,192.80085431,78068166,8.6933122E-9,0.0071994856,0.3530256069
2023-07-03,AAPL,AAPL,192.46,193.83,191.76,193.88,192.68907108,29650370,8.9822866E-9,0.0969802363,0.3370518887
2023-07-05,AAPL,AAPL,191.33,191.56,185.27,193.97,191.78549799,42845031,3.1095223E-8,0.1237819821,0.118052093
2023-07-06,AAPL,AAPL,191.81,189.83,186.75,192.02,190.46781389,41161843,1.6013672E-8,0.0786413318,0.2503616064
2023-07-07,AAPL,AAPL,190.68,191.36,186.9088,192.67,191.48947242,43596200,7.9726529E-9,0.0811760071,0.1218938676
2023-07-10,AAPL,AAPL,188.61,189.2,187.035,192.08,188.32889163,55930656,1.6007319E-8,0.0641104823,0.1524446581
2023-07-11,AAPL,AAPL,188.08,189.13,186.6,189.29,187.77289517,44265018,5.1270525E-9,0.0524555729,0.2861908781
2023-07-12,AAPL,AAPL,189.89,189.67,183.79,191.7,190.11907569,54453186,2.0517631E-8,0.0246542312,0.0921968981
2023-07-13,AAPL,AAPL,190.56,190.42,189.77,191.19,190.48460284,37388449,3.4355437E-9,0.070810298,0.3921135416
2023-07-14,AAPL,AAPL,190.69,190.1,189.63,191.18,190.52084169,38406102,9.0592357E-9,0.0760372888,0.2138330851
2023-07-17,AAPL,AAPL,193.99,191.98,191.81,194.32,193.10457195,47500065,1.2470737E-8,0.0716397627,0.1055652004
2023-07-18,AAPL,AAPL,193.61,193.29,186.68,194.33,193.27768071,46196361,2.0119696E-8,0.0127525211,0.1707131465
2023-07-19,AAPL,AAPL,195.1,193.07,192.65,198.23,194.57306215,75569928,1.3059811E-8,0.0717212381,0.0087566542
2023-07-20,AAPL,AAPL,193.13,195.14,172.5923,196.47,194.57753197,57170730,3.444249E-7,0.0528444148,0.2155141339
2023-07-21,AAPL,AAPL,191.94,194.13,187.7035,194.976,193.04991752,58218454,1.0178612E-8,0.0436539104,0.2409891423
2023-07-24,AAPL,AAPL,192.75,193.31,184.79,194.92,193.33356035,42773135,2.9936404E-8,0.0204799458,0.4225037398
2023-07-25,AAPL,AAPL,193.62,193.37,184.79,194.45,193.81183021,35675828,3.3639275E-8,0.0326560617,0.1213221688
2023-07-26,AAPL,AAPL,194.5,193.65,183.79,195.64,194.22886507,42901755,2.3955412E-8,0.0083018723,0.0263106987
2023-07-27,AAPL,AAPL,193.22,196,192.55,197.2,195.38802173,44698382,6.5830856E-9,0.0279275758,0.0697806757
2023-07-28,AAPL,AAPL,195.83,194.62,193.22,196.63,195.82000032,45075306,8.0028808E-9,0.0226402693,0.3169692432
2023-07-31,AAPL,AAPL,196.45,196,175.05,196.49,196.0178705,36340612,6.3119389E-8,0.0640261786,0.1632949124
2023-08-01,AAPL,AAPL,195.605,196.19,189.35,196.73,195.9241577,32860402,8.8608378E-9,0.0868712651,0.114713162
2023-08-02,AAPL,AAPL,192.58,195,171.77,196.19,193.08912847,45382440,1.0915451E-7,0.0858352258,0.285928902
2023-08-03,AAPL,AAPL,191.17,191.5,190.65,193.13,191.61847961,46853734,7.1058462E-9,0.068244981,0.1648474805
2023-08-04,AAPL,AAPL,181.99,185.28,181.92,192.58,184.60486886,106229149,9.6258271E-8,0.0964671233,0.1705702081
2023-08-07,AAPL,AAPL,178.85,182.13,177.35,193.687,178.89880904,90214573,6.496805E-8,0.1014447708,0.0774224611
2023-08-08,AAPL,AAPL,179.8,179.65,177.58,196,178.78063549,63078433,3.4914682E-8,0.0658924574,0.254345181
2023-08-09,AAPL,AAPL,178.19,180.83,177.01,191.0164,178.47916841,56075125,3.5273038E-8,0.0652521084,0.1646430958
2023-08-10,AAPL,AAPL,177.97,179.41,177.6,195.83,179.14320095,50277344,7.0533798E-8,0.0456008752,0.243036528
2023-08-11,AAPL,AAPL,177.79,177.32,176.55,196.32,177.75211949,50538529,6.0287938E-8,0.0847890605,0.0621668202
2023-08-14,AAPL,AAPL,179.46,177.91,177.3,181.99,178.82057019,39765051,1.0603178E-8,0.0367730468,0.1180555939
2023-08-15,AAPL,AAPL,177.45,178.9,177.05,179.48,178.00787579,36681057,3.3621627E-9,0.0619458701,0.0395056936
2023-08-16,AAPL,AAPL,176.57,177,150,191.94,177.69867996,41366905,3.0005863E-7,0.0007906269,0.0611616337
2023-08-17,AAPL,AAPL,174,177.21,173.48,193.31,174.74980732,56115284,4.6158968E-8,0.0330335918,0.1791383544
2023-08-18,AAPL,AAPL,174.49,172,171.96,178.9672,173.58736184,54924003,6.1257569E-8,0.0022729451,0.2411461839
2023-08-21,AAPL,AAPL,175.84,175.09,173.73,180.245,174.92775511,43378794,1.4701129E-8,0.026387714,0.001938219
2023-08-22,AAPL,AAPL,177.23,177,176.25,189.68,176.90378241,39225816,2.6555689E-8,0.0202468691,0.2768725845
2023-08-23,AAPL,AAPL,181.12,178.58,177.45,191.9,180.47480306,49261225,2.9020082E-8,0.0195203689,0.0595247319
2023-08-24,AAPL,AAPL,176.38,180.6,174.5,181.12,178.28891414,50172020,2.9285867E-8,0.0373315992,0.1315228893
2023-08-25,AAPL,AAPL,178.61,177.43,175.81,179.15,177.59089201,44604455,8.9015461E-9,0.0415648524,0.1282478423
2023-08-28,AAPL,AAPL,180.19,180,178.54,180.59,179.43300369,39075048,1.1433671E-8,0.0512583138,0.3178785868
2023-08-29,AAPL,AAPL,184.12,179.67,178.19,184.9,182.84813,50128557,3.5823937E-8,0.0192118657,0.1142930282
2023-08-30,AAPL,AAPL,187.65,185,184.12,187.85,186.7988614,58441312,8.5318494E-9,0.0043482297,0.0064443802
2023-08-31,AAPL,AAPL,187.87,187.96,175.84,189.12,188.24965732,51721624,6.8811512E-8,0.0333057708,0.3322037768
2023-09-01,AAPL,AAPL,189.46,189.57,174.49,189.92,188.94059035,41607790,9.5025724E-8,0.0582663206,0.1514247193
2023-09-05,AAPL,AAPL,189.7,188.33,187.61,190,188.88380508,41964150,8.1031701E-9,0.0516505709,0.1304842908
2023-09-06,AAPL,AAPL,182.91,188.33,181.47,189.7,183.99500357,78176583,8.4895028E-9,0.0811349184,0.4681747707
2023-09-07,AAPL,AAPL,177.56,175.1,173.54,187.52,176.59682343,103729757,5.0476065E-8,0.04592792,0.2339634262
2023-09-08,AAPL,AAPL,178.18,178.35,176.19,183.05,179.25312755,62890094,1.319349E-8,0.0012731398,0.2185373537
2023-09-11,AAPL,AAPL,179.36,180.07,177.34,188.61,178.53860174,54843087,1.423993E-8,0.0305814592,0.324729299
2023-09-12,AAPL,AAPL,176.21,179.5,174.81,180.13,176.94287959,87389495,9.4367575E-9,0.0058446373,0.0989463761
2023-09-13,AAPL,AAPL,174.21,176.47,173.98,178.18,175.14453037,77679187,7.119274E-9,0.0226951478,0.2745008152
2023-09-14,AAPL,AAPL,175.74,173.97,173.46,189.7,175.2320875,58133869,2.8629E-8,0.0173301608,0.1122336303
2023-09-15,AAPL,AAPL,175.01,176.35,173.82,186.89,174.86135876,97368661,2.2112594E-8,0.2281842415,0.1731571237
2023-09-18,AAPL,AAPL,177.97,176.59,175,179.38,177.80869606,61429816,2.1734009E-8,0.0255660777,0.0931385249
2023-09-19,AAPL,AAPL,179.07,177.46,176.48,179.63,178.16384756,48062135,1.5261238E-8,0.0157868587,0.1685408706
2023-09-20,AAPL,AAPL,175.49,179.34,175.4,179.7,177.35504394,52281702,6.1839393E-9,0.0767459661,0.1419070947
2023-09-21,AAPL,AAPL,173.93,174.61,173.77,177.627222,175.0950835,59901196,6.6933009E-9,0.0392388852,0.082212001
2023-09-22,AAPL,AAPL,174.79,174.61,173.31,177.08,175.45578911,54406463,1.6876661E-8,0.0320867815,0.1778731779
2023-09-25,AAPL,AAPL,176.08,174.3,174.15,177.4836,175.40724551,44353320,3.2419204E-8,0.0002512064,0.2697980653
2023-09-26,AAPL,AAPL,171.96,174.84,171.66,187.255,172.88715403,60745143,2.7544375E-8,0.1112451026,0.0580814202
2023-09-27,AAPL,AAPL,170.43,172.55,169.05,176.16,170.63238576,63250463,1.8427147E-8,0.0798262677,0.0936116347
2023-09-28,AAPL,AAPL,170.69,169.55,167.29,172.03,170.0698981,54201917,3.6969082E-8,0.0090895252,0.2823018123
2023-09-29,AAPL,AAPL,171.21,171.91,170.34,176.08,171.8614804,48269806,1.0003477E-8,0.0362851309,0.3294784424
2023-10-02,AAPL,AAPL,173.75,171.16,170.6659,174.56366,173.23292507,48245441,1.7818985E-8,0.010274988,0.1194560718
2023-10-03,AAPL,AAPL,172.4,172.27,170.38,176.08,172.02602145,47072234,1.4952291E-8,0.0945678032,0.0282598698
2023-10-04,AAPL,AAPL,173.66,171,170.7775,174.21,172.79572449,50066719,1.380791E-8,0.0509492985,0.1050967357
2023-10-05,AAPL,AAPL,174.91,173.76,171.86,175.45,173.97588674,46869411,4.6539049E-9,0.0853492819,0.1142291388
2023-10-06,AAPL,AAPL,177.49,173.9,173.18,177.99,175.84657628,54398552,6.8358781E-8,0.0243748632,0.2360884283
2023-10-09,AAPL,AAPL,178.99,176.85,173.75,179.05,177.42812537,40262055,7.6394623E-9,0.0141170642,0.048028159
2023-10-10,AAPL,AAPL,178.39,178.15,177.95,179.725,178.83963235,42229144,6.2553695E-9,0.0099936784,0.2425787022
2023-10-11,AAPL,AAPL,179.8,178.2,173.75,179.85,178.67651959,44329564,7.3632246E-9,0.001564745,0.0757070682
2023-10-12,AAPL,AAPL,180.71,180,173.93,189.46,181.09218072,52498911,1.8199746E-8,0.0347404819,0.0004680125
2023-10-13,AAPL,AAPL,178.85,181.36,178.14,181.93,179.65706009,47985282,2.0778626E-8,0.0434555127,0.3369592801
2023-10-16,AAPL,AAPL,178.72,176.62,176.51,179.14,178.07573179,49785005,1.9548421E-8,0.0217833046,0.001411192
2023-10-17,AAPL,AAPL,177.15,176.5,173.7664,178.85,176.63206769,54932388,1.8561921E-8,0.0693642284,0.2534288752
2023-10-18,AAPL,AAPL,175.84,175.56,174.91,177.575,176.49521635,51298990,5.0292047E-9,0.0183470264,0.195468828
2023-10-19,AAPL,AAPL,175.46,176,175.19,177.84,176.47207394,54381813,8.2957633E-9,0.0926541423,0.1482280827
2023-10-20,AAPL,AAPL,172.88,175.39,170.1667,178.85,173.97144076,59857861,3.0831431E-8,0.0491336531,0.0386011212
2023-10-23,AAPL,AAPL,173,170.99,169.93,176.38,172.0956647,51133418,1.6683853E-8,0.0061748533,0.0109834712
2023-10-24,AAPL,AAPL,173.44,173,170.99,175.46,172.54549671,41893151,7.3278605E-9,0.0179145114,0.2339551699
2023-10-25,AAPL,AAPL,171.1,171.78,170.65,175.5607,171.60787671,51864189,1.7469481E-8,0.0700379978,0.1625359139
2023-10-26,AAPL,AAPL,166.9,170.44,165.67,173,167.89360912,66521823,6.1163152E-8,0.0134544764,0.107221649
2023-10-27,AAPL,AAPL,168.22,166.88,166.19,175.8861,167.89405262,52782691,2.4289096E-8,0.0617504318,0.1451084714
2023-10-30,AAPL,AAPL,170.29,169,168,171.17,170.07937476,47779794,1.0396038E-8,0.0160683285,0.0525710834
2023-10-31,AAPL,AAPL,170.77,169.25,167.9,175.5607,169.50222696,40117583,1.0924869E-8,0.052420072,0.1823074741
2023-11-01,AAPL,AAPL,173.97,171,170.12,174.25,172.11482018,54153184,4.2991383E-9,0.0156628711,0.0190725308
2023-11-02,AAPL,AAPL,177.57,175.48,175.21,177.8,176.93038067,63025193,6.5917818E-9,0.0487527821,0.0974003691
2023-11-03,AAPL,AAPL,176.65,174.27,173.34,185.995,175.46742844,73658450,1.7831991E-8,0.0013987694,0.0760946876
